0,1,2,3,4,5,6,7,8,9,10
soda,yogurt,whole milk,coffee,,,,,,,
chicken,citrus fruit,butter,rolls/buns,soft cheese,specialty bar,,,,,
long life bakery product,shopping bags,,,,,,,,,
spices,soda,,,,,,,,,
soda,curd,soda,,,,,,,,
mustard,yogurt,cat food,bottled beer,,,,,,,
sausage,dessert,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
root vegetables,whole milk,zwieback,,,,,,,,
sausage,frozen vegetables,specialty vegetables,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
sausage,newspapers,newspapers,,,,,,,,
whole milk,bottled beer,frozen vegetables,,,,,,,,
pip fruit,onions,yogurt,,,,,,,,
curd cheese,whole milk,long life bakery product,hard cheese,,,,,,,
pasta,mustard,syrup,,,,,,,,
roll products ,root vegetables,mayonnaise,,,,,,,,
canned beer,pastry,,,,,,,,,
soda,liquor (appetizer),salty snack,,,,,,,,
canned beer,pip fruit,sugar,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
condensed milk,hard cheese,,,,,,,,,
butter milk,bottled beer,zwieback,,,,,,,,
dessert,whole milk,,,,,,,,,
rolls/buns,sugar,butter,,,,,,,,
frozen dessert,soda,,,,,,,,,
other vegetables,jam,cat food,fruit/vegetable juice,,,,,,,
frankfurter,pastry,,,,,,,,,
rolls/buns,potato products,,,,,,,,,
meat,misc. beverages,,,,,,,,,
frankfurter,grapes,salt,napkins,soda,,,,,,
soda,bottled water,,,,,,,,,
pork,fruit/vegetable juice,,,,,,,,,
beverages,bottled beer,domestic eggs,chocolate,,,,,,,
butter,citrus fruit,,,,,,,,,
frankfurter,napkins,,,,,,,,,
pork,long life bakery product,,,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
specialty bar,curd,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
oil,processed cheese,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
brown bread,bottled beer,,,,,,,,,
beverages,curd,,,,,,,,,
canned beer,misc. beverages,yogurt,rolls/buns,,,,,,,
bottled water,newspapers,,,,,,,,,
berries,bottled beer,,,,,,,,,
ice cream,soda,,,,,,,,,
pork,bottled water,baking powder,,,,,,,,
root vegetables,newspapers,,,,,,,,,
tropical fruit,butter milk,softener,,,,,,,,
whole milk,shopping bags,specialty bar,,,,,,,,
meat,vinegar,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
pastry,cat food,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,soda,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
beef,pip fruit,rolls/buns,,,,,,,,
sausage,sausage,dog food,yogurt,hygiene articles,chocolate,,,,,
soda,shopping bags,,,,,,,,,
dish cleaner,pet care,,,,,,,,,
sausage,beverages,,,,,,,,,
liquor,baking powder,,,,,,,,,
berries,shopping bags,,,,,,,,,
whipped/sour cream,napkins,pickled vegetables,,,,,,,,
bottled beer,whole milk,,,,,,,,,
pastry,baking powder,,,,,,,,,
turkey,soda,rolls/buns,,,,,,,,
newspapers,root vegetables,margarine,,,,,,,,
UHT-milk,sweet spreads,,,,,,,,,
butter,chewing gum,coffee,salty snack,,,,,,,
other vegetables,curd,,,,,,,,,
curd,curd,,,,,,,,,
sausage,beef,,,,,,,,,
napkins,bags,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
sausage,house keeping products,,,,,,,,,
brown bread,candy,chocolate,,,,,,,,
sausage,chocolate,newspapers,pastry,,,,,,,
bottled beer,whole milk,citrus fruit,other vegetables,soft cheese,,,,,,
seasonal products,soups,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
house keeping products,rolls/buns,pickled vegetables,curd,,,,,,,
margarine,rolls/buns,,,,,,,,,
red/blush wine,cream cheese ,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
bottled water,whole milk,,,,,,,,,
grapes,cream cheese ,,,,,,,,,
other vegetables,chewing gum,soft cheese,,,,,,,,
softener,dish cleaner,,,,,,,,,
onions,ice cream,,,,,,,,,
waffles,whole milk,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
canned beer,white bread,,,,,,,,,
sausage,meat,,,,,,,,,
cream cheese ,candles,,,,,,,,,
berries,pip fruit,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
other vegetables,margarine,bottled water,,,,,,,,
whipped/sour cream,sausage,root vegetables,soda,,,,,,,
meat,chocolate,brown bread,,,,,,,,
shopping bags,white wine,,,,,,,,,
meat,whole milk,bottled water,mayonnaise,,,,,,,
root vegetables,other vegetables,bottled beer,softener,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,processed cheese,baking powder,specialty cheese,,,,,,,
soda,pip fruit,,,,,,,,,
canned fish,bottled water,rolls/buns,,,,,,,,
yogurt,newspapers,,,,,,,,,
chocolate marshmallow,salt,,,,,,,,,
pork,bottled beer,,,,,,,,,
mustard,whole milk,,,,,,,,,
meat,tropical fruit,,,,,,,,,
root vegetables,butter,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
other vegetables,frankfurter,rolls/buns,coffee,ice cream,,,,,,
pastry,brown bread,,,,,,,,,
whole milk,citrus fruit,napkins,,,,,,,,
citrus fruit,chicken,,,,,,,,,
whole milk,butter,,,,,,,,,
soda,soda,canned beer,,,,,,,,
newspapers,cake bar,,,,,,,,,
onions,soda,,,,,,,,,
meat,cling film/bags,whipped/sour cream,,,,,,,,
spread cheese,newspapers,,,,,,,,,
beverages,whole milk,,,,,,,,,
whole milk,bottled water,UHT-milk,candy,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
brown bread,root vegetables,,,,,,,,,
citrus fruit,pastry,candy,softener,,,,,,,
whole milk,semi-finished bread,,,,,,,,,
whole milk,candy,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
other vegetables,roll products ,,,,,,,,,
soda,dessert,,,,,,,,,
pet care,chocolate,,,,,,,,,
other vegetables,rolls/buns,brown bread,,,,,,,,
organic products,root vegetables,,,,,,,,,
yogurt,whole milk,,,,,,,,,
shopping bags,curd,hard cheese,,,,,,,,
meat,tropical fruit,whipped/sour cream,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
waffles,spread cheese,,,,,,,,,
oil,cake bar,,,,,,,,,
napkins,frozen vegetables,,,,,,,,,
root vegetables,pet care,,,,,,,,,
other vegetables,other vegetables,jam,,,,,,,,
hamburger meat,margarine,,,,,,,,,
tropical fruit,brandy,whole milk,canned fish,,,,,,,
processed cheese,canned vegetables,,,,,,,,,
other vegetables,soda,brown bread,whole milk,yogurt,cling film/bags,brown bread,pastry,,,
pork,curd,curd cheese,misc. beverages,,,,,,,
pip fruit,shopping bags,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
coffee,rolls/buns,,,,,,,,,
rolls/buns,beef,coffee,,,,,,,,
dessert,mustard,white bread,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
tropical fruit,candy,salt,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
root vegetables,butter,,,,,,,,,
canned beer,bottled water,,,,,,,,,
soda,zwieback,pastry,,,,,,,,
hygiene articles,dessert,,,,,,,,,
sausage,dish cleaner,,,,,,,,,
other vegetables,coffee,,,,,,,,,
bottled water,chocolate,,,,,,,,,
napkins,white bread,,,,,,,,,
frankfurter,soda,napkins,,,,,,,,
chicken,whole milk,vinegar,shopping bags,,,,,,,
root vegetables,shopping bags,salty snack,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
meat,pip fruit,yogurt,,,,,,,,
tropical fruit,curd,,,,,,,,,
citrus fruit,make up remover,,,,,,,,,
tropical fruit,soda,butter milk,,,,,,,,
meat,chocolate,,,,,,,,,
pip fruit,white wine,whole milk,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
chicken,root vegetables,,,,,,,,,
bottled water,canned vegetables,,,,,,,,,
kitchen towels,rolls/buns,,,,,,,,,
coffee,whole milk,,,,,,,,,
ham,pastry,,,,,,,,,
meat,canned beer,,,,,,,,,
soda,bottled water,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
pip fruit,white wine,root vegetables,shopping bags,,,,,,,
frozen fish,salty snack,,,,,,,,,
soda,cream cheese ,,,,,,,,,
sausage,other vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
napkins,mayonnaise,,,,,,,,,
rolls/buns,margarine,whipped/sour cream,,,,,,,,
butter milk,berries,citrus fruit,napkins,,,,,,,
beverages,canned fish,,,,,,,,,
tropical fruit,flower (seeds),,,,,,,,,
whole milk,hard cheese,,,,,,,,,
sausage,domestic eggs,mayonnaise,soda,,,,,,,
other vegetables,bottled beer,rolls/buns,shopping bags,,,,,,,
whole milk,other vegetables,,,,,,,,,
whole milk,coffee,whole milk,,,,,,,,
dental care,curd,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,mustard,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
condensed milk,waffles,domestic eggs,,,,,,,,
chicken,frozen fish,sugar,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
whole milk,butter,,,,,,,,,
canned beer,coffee,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
butter milk,specialty chocolate,,,,,,,,,
bottled beer,sugar,bottled water,,,,,,,,
berries,waffles,,,,,,,,,
margarine,cereals,,,,,,,,,
sausage,whole milk,,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
pastry,root vegetables,,,,,,,,,
pip fruit,soda,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
yogurt,napkins,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pastry,seasonal products,butter,bottled beer,,,,,,,
chicken,white bread,,,,,,,,,
yogurt,pastry,,,,,,,,,
soda,butter milk,,,,,,,,,
pork,pork,,,,,,,,,
pastry,pastry,,,,,,,,,
frozen meals,frozen dessert,,,,,,,,,
domestic eggs,pastry,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
meat,house keeping products,,,,,,,,,
yogurt,liqueur,,,,,,,,,
other vegetables,cat food,,,,,,,,,
processed cheese,frozen potato products,Instant food products,,,,,,,,
yogurt,bottled beer,,,,,,,,,
UHT-milk,candles,yogurt,salty snack,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
herbs,pot plants,cake bar,,,,,,,,
dog food,curd,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
misc. beverages,salt,candy,,,,,,,,
sausage,other vegetables,,,,,,,,,
rolls/buns,curd cheese,Instant food products,,,,,,,,
sugar,shopping bags,,,,,,,,,
sausage,waffles,,,,,,,,,
meat,waffles,,,,,,,,,
root vegetables,frozen potato products,,,,,,,,,
domestic eggs,tropical fruit,,,,,,,,,
whipped/sour cream,shopping bags,bottled water,,,,,,,,
detergent,tropical fruit,soda,margarine,,,,,,,
frozen meals,hamburger meat,whole milk,pastry,fruit/vegetable juice,,,,,,
semi-finished bread,rolls/buns,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
pip fruit,turkey,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
tropical fruit,sausage,bottled beer,curd,misc. beverages,waffles,fruit/vegetable juice,mayonnaise,,,
specialty chocolate,pork,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
meat,other vegetables,,,,,,,,,
bottled beer,tropical fruit,domestic eggs,baking powder,,,,,,,
other vegetables,bottled water,,,,,,,,,
honey,yogurt,spices,chocolate,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
root vegetables,dish cleaner,,,,,,,,,
chocolate,margarine,bottled water,soda,,,,,,,
white bread,brown bread,,,,,,,,,
newspapers,butter,long life bakery product,,,,,,,,
sliced cheese,soda,,,,,,,,,
curd,specialty chocolate,flour,,,,,,,,
tropical fruit,canned beer,detergent,bottled water,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
fruit/vegetable juice,pip fruit,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
specialty chocolate,soda,,,,,,,,,
red/blush wine,sugar,,,,,,,,,
whipped/sour cream,tropical fruit,specialty chocolate,flour,,,,,,,
root vegetables,frozen vegetables,misc. beverages,,,,,,,,
whole milk,pot plants,domestic eggs,,,,,,,,
whole milk,ham,,,,,,,,,
tropical fruit,whole milk,dish cleaner,yogurt,newspapers,,,,,,
frankfurter,shopping bags,,,,,,,,,
yogurt,candy,canned beer,chocolate,,,,,,,
hamburger meat,curd,,,,,,,,,
tropical fruit,whole milk,liquor,,,,,,,,
soda,white wine,,,,,,,,,
canned beer,ham,,,,,,,,,
beef,chocolate,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
citrus fruit,whole milk,UHT-milk,,,,,,,,
beef,whole milk,canned vegetables,,,,,,,,
other vegetables,other vegetables,whole milk,,,,,,,,
dishes,yogurt,,,,,,,,,
meat,domestic eggs,,,,,,,,,
tropical fruit,pork,soda,onions,,,,,,,
baking powder,bottled water,,,,,,,,,
grapes,zwieback,,,,,,,,,
onions,flour,whipped/sour cream,,,,,,,,
instant coffee,berries,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
herbs,root vegetables,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
chicken,fruit/vegetable juice,cake bar,,,,,,,,
frankfurter,whole milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
tropical fruit,tropical fruit,tropical fruit,long life bakery product,soda,,,,,,
beef,beef,margarine,,,,,,,,
chicken,domestic eggs,,,,,,,,,
popcorn,dishes,whole milk,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
whole milk,berries,,,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
pork,fruit/vegetable juice,,,,,,,,,
soda,rolls/buns,,,,,,,,,
spread cheese,whole milk,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
brandy,pastry,,,,,,,,,
frozen vegetables,cream cheese ,,,,,,,,,
soda,dessert,,,,,,,,,
spread cheese,cream cheese ,shopping bags,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
grapes,root vegetables,shopping bags,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
newspapers,misc. beverages,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
sausage,curd,bottled water,frozen meals,,,,,,,
chicken,rolls/buns,newspapers,,,,,,,,
other vegetables,bottled beer,cleaner,,,,,,,,
rolls/buns,napkins,newspapers,,,,,,,,
soda,UHT-milk,dessert,napkins,,,,,,,
pip fruit,chocolate,,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
chicken,grapes,pot plants,curd cheese,coffee,napkins,,,,,
butter,roll products ,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
frozen vegetables,rolls/buns,cling film/bags,,,,,,,,
cleaner,pastry,,,,,,,,,
other vegetables,brown bread,flower (seeds),,,,,,,,
canned vegetables,chocolate marshmallow,,,,,,,,,
specialty bar,processed cheese,whole milk,whole milk,misc. beverages,,,,,,
citrus fruit,baking powder,,,,,,,,,
beef,rolls/buns,,,,,,,,,
beef,herbs,,,,,,,,,
curd,bottled beer,,,,,,,,,
herbs,sausage,candy,whole milk,,,,,,,
misc. beverages,dessert,,,,,,,,,
cream cheese ,whipped/sour cream,,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
sausage,root vegetables,,,,,,,,,
curd,whipped/sour cream,margarine,,,,,,,,
yogurt,beverages,brown bread,,,,,,,,
misc. beverages,spread cheese,,,,,,,,,
whole milk,pastry,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
whole milk,pickled vegetables,soda,,,,,,,,
salty snack,other vegetables,,,,,,,,,
coffee,tropical fruit,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
rolls/buns,yogurt,sugar,,,,,,,,
whole milk,yogurt,shopping bags,,,,,,,,
hard cheese,napkins,bottled water,,,,,,,,
canned beer,shopping bags,,,,,,,,,
root vegetables,ice cream,rolls/buns,,,,,,,,
yogurt,grapes,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
sausage,newspapers,soda,,,,,,,,
candles,soda,,,,,,,,,
misc. beverages,tea,,,,,,,,,
dessert,frozen fish,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
margarine,domestic eggs,,,,,,,,,
sausage,detergent,bottled beer,,,,,,,,
specialty cheese,bottled water,,,,,,,,,
soda,soda,salty snack,,,,,,,,
sausage,cat food,,,,,,,,,
brown bread,pastry,,,,,,,,,
oil,soda,,,,,,,,,
whole milk,chocolate,,,,,,,,,
chicken,pip fruit,,,,,,,,,
beef,domestic eggs,,,,,,,,,
chicken,citrus fruit,whole milk,berries,instant coffee,,,,,,
frozen dessert,tropical fruit,,,,,,,,,
hygiene articles,grapes,,,,,,,,,
beverages,whole milk,onions,,,,,,,,
other vegetables,whole milk,house keeping products,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
pip fruit,ice cream,popcorn,soda,bottled water,rolls/buns,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
herbs,chocolate,,,,,,,,,
whole milk,specialty chocolate,bottled beer,canned beer,rolls/buns,,,,,,
meat,whole milk,,,,,,,,,
hamburger meat,brown bread,chewing gum,,,,,,,,
bottled water,salty snack,brown bread,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
spread cheese,frankfurter,ice cream,citrus fruit,pip fruit,cake bar,other vegetables,yogurt,rolls/buns,,
soda,frozen vegetables,cream cheese ,,,,,,,,
berries,sliced cheese,,,,,,,,,
hamburger meat,other vegetables,hygiene articles,popcorn,,,,,,,
rolls/buns,bottled water,vinegar,,,,,,,,
sausage,curd,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
whole milk,finished products,beef,,,,,,,,
whole milk,canned vegetables,,,,,,,,,
sausage,canned beer,,,,,,,,,
seasonal products,onions,,,,,,,,,
whipped/sour cream,meat spreads,,,,,,,,,
finished products,domestic eggs,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
whole milk,soda,,,,,,,,,
sausage,grapes,berries,curd,,,,,,,
citrus fruit,meat,,,,,,,,,
soft cheese,specialty chocolate,,,,,,,,,
meat,rolls/buns,,,,,,,,,
frozen potato products,detergent,,,,,,,,,
finished products,brown bread,dishes,,,,,,,,
beef,citrus fruit,specialty bar,white bread,soda,vinegar,long life bakery product,domestic eggs,,,
whole milk,bottled beer,,,,,,,,,
shopping bags,curd,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
whole milk,waffles,,,,,,,,,
hamburger meat,sausage,grapes,soda,,,,,,,
beef,whole milk,candy,,,,,,,,
misc. beverages,brown bread,,,,,,,,,
other vegetables,soda,rolls/buns,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
frankfurter,curd,coffee,,,,,,,,
yogurt,soda,,,,,,,,,
curd,yogurt,misc. beverages,pickled vegetables,,,,,,,
chicken,shopping bags,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
beverages,sausage,,,,,,,,,
root vegetables,margarine,bottled water,,,,,,,,
other vegetables,baking powder,salty snack,,,,,,,,
root vegetables,salty snack,,,,,,,,,
citrus fruit,soda,,,,,,,,,
pet care,snack products,,,,,,,,,
whole milk,onions,,,,,,,,,
pastry,brandy,soda,,,,,,,,
whole milk,canned fish,,,,,,,,,
other vegetables,curd,,,,,,,,,
bottled water,herbs,,,,,,,,,
soda,soda,,,,,,,,,
rolls/buns,chewing gum,other vegetables,,,,,,,,
domestic eggs,whole milk,onions,misc. beverages,,,,,,,
chocolate,baking powder,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
whole milk,rolls/buns,instant coffee,,,,,,,,
bottled beer,tropical fruit,,,,,,,,,
chocolate,citrus fruit,bottled beer,bottled water,red/blush wine,,,,,,
soda,other vegetables,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
photo/film,shopping bags,,,,,,,,,
sausage,pastry,,,,,,,,,
canned fish,brown bread,,,,,,,,,
beef,shopping bags,pickled vegetables,,,,,,,,
margarine,rolls/buns,root vegetables,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
whole milk,butter,soda,fruit/vegetable juice,,,,,,,
whole milk,cat food,processed cheese,rolls/buns,,,,,,,
condensed milk,shopping bags,,,,,,,,,
whole milk,whole milk,,,,,,,,,
root vegetables,coffee,soda,,,,,,,,
tropical fruit,soda,,,,,,,,,
newspapers,whole milk,chewing gum,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,canned beer,,,,,,,,,
whipped/sour cream,shopping bags,rolls/buns,,,,,,,,
sausage,soda,processed cheese,,,,,,,,
chewing gum,soft cheese,,,,,,,,,
curd,meat,yogurt,whipped/sour cream,,,,,,,
pork,sugar,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
pork,rolls/buns,,,,,,,,,
cat food,domestic eggs,,,,,,,,,
frankfurter,whole milk,instant coffee,bottled water,,,,,,,
bottled beer,semi-finished bread,,,,,,,,,
pip fruit,turkey,yogurt,root vegetables,other vegetables,chocolate,fruit/vegetable juice,,,,
pip fruit,salty snack,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
organic sausage,whipped/sour cream,,,,,,,,,
bottled beer,canned fish,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
sausage,hamburger meat,other vegetables,,,,,,,,
butter milk,cleaner,bottled water,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
whole milk,whole milk,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
domestic eggs,chewing gum,,,,,,,,,
meat,tropical fruit,yogurt,candles,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
canned beer,seasonal products,,,,,,,,,
dessert,shopping bags,,,,,,,,,
spread cheese,specialty bar,,,,,,,,,
onions,canned beer,flower (seeds),,,,,,,,
sausage,pet care,,,,,,,,,
soft cheese,bottled beer,,,,,,,,,
whole milk,bottled water,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
specialty fat,brandy,,,,,,,,,
yogurt,specialty vegetables,,,,,,,,,
long life bakery product,whole milk,,,,,,,,,
ice cream,pasta,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
whole milk,chocolate,pickled vegetables,,,,,,,,
hamburger meat,other vegetables,domestic eggs,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
frankfurter,onions,,,,,,,,,
UHT-milk,flower soil/fertilizer,salty snack,,,,,,,,
soda,bottled water,,,,,,,,,
hamburger meat,dog food,domestic eggs,,,,,,,,
pork,yogurt,margarine,,,,,,,,
canned beer,fish,,,,,,,,,
